year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version
2020,Pennsylvania,PA,Centre County,no_data,President,Joseph R. Biden,democrat,39711,,
2020,Pennsylvania,PA,Chester County,no_data,President,Joseph R. Biden,democrat,177408,,
2020,Pennsylvania,PA,Clarion County,no_data,President,Joseph R. Biden,democrat,4615,,
2020,Pennsylvania,PA,Clearfield County,no_data,President,Joseph R. Biden,democrat,9598,,
2020,Pennsylvania,PA,Clinton County,no_data,President,Joseph R. Biden,democrat,5406,,
2020,Pennsylvania,PA,Columbia County,no_data,President,Joseph R. Biden,democrat,10289,,
2020,Pennsylvania,PA,Crawford County,no_data,President,Joseph R. Biden,democrat,10052,,
2020,Pennsylvania,PA,Cumberland County,no_data,President,Joseph R. Biden,democrat,61168,,
2020,Pennsylvania,PA,Dauphin County,no_data,President,Joseph R. Biden,democrat,77125,,
2020,Pennsylvania,PA,Delaware County,no_data,President,Joseph R. Biden,democrat,195996,,
2020,Pennsylvania,PA,Elk County,no_data,President,Joseph R. Biden,democrat,4440,,
2020,Pennsylvania,PA,Erie County,no_data,President,Joseph R. Biden,democrat,66966,,
2020,Pennsylvania,PA,Fayette County,no_data,President,Joseph R. Biden,democrat,19381,,
2020,Pennsylvania,PA,Forest County,no_data,President,Joseph R. Biden,democrat,715,,
2020,Pennsylvania,PA,Franklin County,no_data,President,Joseph R. Biden,democrat,21994,,
2020,Pennsylvania,PA,Fulton County,no_data,President,Joseph R. Biden,democrat,1068,,
2020,Pennsylvania,PA,Greene County,no_data,President,Joseph R. Biden,democrat,3631,,
2020,Pennsylvania,PA,Huntingdon County,no_data,President,Joseph R. Biden,democrat,5389,,
2020,Pennsylvania,PA,Indiana County,no_data,President,Joseph R. Biden,democrat,12475,,
2020,Pennsylvania,PA,Jefferson County,no_data,President,Joseph R. Biden,democrat,4498,,
2020,Pennsylvania,PA,Juniata County,no_data,President,Joseph R. Biden,democrat,2252,,
2020,Pennsylvania,PA,Lackawanna County,no_data,President,Joseph R. Biden,democrat,61016,,
2020,Pennsylvania,PA,Lancaster County,no_data,President,Joseph R. Biden,democrat,112536,,
2020,Pennsylvania,PA,Lawrence County,no_data,President,Joseph R. Biden,democrat,15557,,
2020,Pennsylvania,PA,Lebanon County,no_data,President,Joseph R. Biden,democrat,23263,,
2020,Pennsylvania,PA,Lehigh County,no_data,President,Joseph R. Biden,democrat,90792,,
2020,Pennsylvania,PA,Luzerne County,no_data,President,Joseph R. Biden,democrat,62983,,
2020,Pennsylvania,PA,Lycoming County,no_data,President,Joseph R. Biden,democrat,16718,,
2020,Pennsylvania,PA,McKean County,no_data,President,Joseph R. Biden,democrat,5024,,
2020,Pennsylvania,PA,Mercer County,no_data,President,Joseph R. Biden,democrat,19399,,
2020,Pennsylvania,PA,Mifflin County,no_data,President,Joseph R. Biden,democrat,4560,,
2020,Pennsylvania,PA,Monroe County,no_data,President,Joseph R. Biden,democrat,42102,,
2020,Pennsylvania,PA,Montgomery County,no_data,President,Joseph R. Biden,democrat,313543,,
2020,Pennsylvania,PA,Montour County,no_data,President,Joseph R. Biden,democrat,3768,,
2020,Pennsylvania,PA,Northampton County,no_data,President,Joseph R. Biden,democrat,83401,,
2020,Pennsylvania,PA,Northumberland County,no_data,President,Joseph R. Biden,democrat,12414,,
2020,Pennsylvania,PA,Perry County,no_data,President,Joseph R. Biden,democrat,5704,,
2020,Pennsylvania,PA,Philadelphia County,no_data,President,Joseph R. Biden,democrat,553953,,
2020,Pennsylvania,PA,Pike County,no_data,President,Joseph R. Biden,democrat,12845,,
2020,Pennsylvania,PA,Potter County,no_data,President,Joseph R. Biden,democrat,1686,,
2020,Pennsylvania,PA,Schuylkill County,no_data,President,Joseph R. Biden,democrat,20425,,
2020,Pennsylvania,PA,Snyder County,no_data,President,Joseph R. Biden,democrat,4848,,
2020,Pennsylvania,PA,Somerset County,no_data,President,Joseph R. Biden,democrat,8543,,
2020,Pennsylvania,PA,Sullivan County,no_data,President,Joseph R. Biden,democrat,902,,
2020,Pennsylvania,PA,Susquehanna County,no_data,President,Joseph R. Biden,democrat,6084,,
2020,Pennsylvania,PA,Tioga County,no_data,President,Joseph R. Biden,democrat,4883,,
2020,Pennsylvania,PA,Union County,no_data,President,Joseph R. Biden,democrat,7322,,
2020,Pennsylvania,PA,Venango County,no_data,President,Joseph R. Biden,democrat,7475,,
2020,Pennsylvania,PA,Warren County,no_data,President,Joseph R. Biden,democrat,5987,,
2020,Pennsylvania,PA,Washington County,no_data,President,Joseph R. Biden,democrat,44231,,
2020,Pennsylvania,PA,Wayne County,no_data,President,Joseph R. Biden,democrat,9118,,
2020,Pennsylvania,PA,Westmoreland County,no_data,President,Joseph R. Biden,democrat,69110,,
2020,Pennsylvania,PA,Wyoming County,no_data,President,Joseph R. Biden,democrat,4642,,
2020,Pennsylvania,PA,York County,no_data,President,Joseph R. Biden,democrat,85323,,
2020,Pennsylvania,PA,Adams County,no_data,President,Donald J. Trump,republican,37009,,
2020,Pennsylvania,PA,Allegheny County,no_data,President,Donald J. Trump,republican,268340,,
2020,Pennsylvania,PA,Armstrong County,no_data,President,Donald J. Trump,republican,26105,,
2020,Pennsylvania,PA,Beaver County,no_data,President,Donald J. Trump,republican,53886,,
2020,Pennsylvania,PA,Bedford County,no_data,President,Donald J. Trump,republican,22529,,
2020,Pennsylvania,PA,Berks County,no_data,President,Donald J. Trump,republican,105941,,
2020,Pennsylvania,PA,Blair County,no_data,President,Donald J. Trump,republican,44540,,
2020,Pennsylvania,PA,Bradford County,no_data,President,Donald J. Trump,republican,21037,,
2020,Pennsylvania,PA,Bucks County,no_data,President,Donald J. Trump,republican,180435,,
2020,Pennsylvania,PA,Butler County,no_data,President,Donald J. Trump,republican,73023,,
2020,Pennsylvania,PA,Cambria County,no_data,President,Donald J. Trump,republican,47386,,
2020,Pennsylvania,PA,Cameron County,no_data,President,Donald J. Trump,republican,1771,,
2020,Pennsylvania,PA,Carbon County,no_data,President,Donald J. Trump,republican,21367,,
2020,Pennsylvania,PA,Centre County,no_data,President,Donald J. Trump,republican,36041,,
2020,Pennsylvania,PA,Chester County,no_data,President,Donald J. Trump,republican,126446,,
2020,Pennsylvania,PA,Clarion County,no_data,President,Donald J. Trump,republican,14363,,
2020,Pennsylvania,PA,Clearfield County,no_data,President,Donald J. Trump,republican,28984,,
2020,Pennsylvania,PA,Clinton County,no_data,President,Donald J. Trump,republican,11668,,
2020,Pennsylvania,PA,Columbia County,no_data,President,Donald J. Trump,republican,19752,,
2020,Pennsylvania,PA,Crawford County,no_data,President,Donald J. Trump,republican,26439,,
2020,Pennsylvania,PA,Cumberland County,no_data,President,Donald J. Trump,republican,76149,,
2020,Pennsylvania,PA,Dauphin County,no_data,President,Donald J. Trump,republican,65074,,
2020,Pennsylvania,PA,Delaware County,no_data,President,Donald J. Trump,republican,114232,,
2020,Pennsylvania,PA,Elk County,no_data,President,Donald J. Trump,republican,11931,,
2020,Pennsylvania,PA,Erie County,no_data,President,Donald J. Trump,republican,65647,,
2020,Pennsylvania,PA,Fayette County,no_data,President,Donald J. Trump,republican,39887,,
2020,Pennsylvania,PA,Forest County,no_data,President,Donald J. Trump,republican,1864,,
2020,Pennsylvania,PA,Franklin County,no_data,President,Donald J. Trump,republican,56565,,
2020,Pennsylvania,PA,Fulton County,no_data,President,Donald J. Trump,republican,6660,,
2020,Pennsylvania,PA,Greene County,no_data,President,Donald J. Trump,republican,11637,,
2020,Pennsylvania,PA,Huntingdon County,no_data,President,Donald J. Trump,republican,16937,,
2020,Pennsylvania,PA,Indiana County,no_data,President,Donald J. Trump,republican,27832,,
2020,Pennsylvania,PA,Jefferson County,no_data,President,Donald J. Trump,republican,17928,,
2020,Pennsylvania,PA,Juniata County,no_data,President,Donald J. Trump,republican,9638,,
2020,Pennsylvania,PA,Lackawanna County,no_data,President,Donald J. Trump,republican,51404,,
2020,Pennsylvania,PA,Lancaster County,no_data,President,Donald J. Trump,republican,156938,,
2020,Pennsylvania,PA,Lawrence County,no_data,President,Donald J. Trump,republican,29071,,
2020,Pennsylvania,PA,Lebanon County,no_data,President,Donald J. Trump,republican,45781,,
2020,Pennsylvania,PA,Lehigh County,no_data,President,Donald J. Trump,republican,80031,,
2020,Pennsylvania,PA,Luzerne County,no_data,President,Donald J. Trump,republican,84649,,
2020,Pennsylvania,PA,Lycoming County,no_data,President,Donald J. Trump,republican,40878,,
2020,Pennsylvania,PA,McKean County,no_data,President,Donald J. Trump,republican,13892,,
2020,Pennsylvania,PA,Mercer County,no_data,President,Donald J. Trump,republican,34637,,
2020,Pennsylvania,PA,Mifflin County,no_data,President,Donald J. Trump,republican,16532,,
2020,Pennsylvania,PA,Monroe County,no_data,President,Donald J. Trump,republican,37297,,
2020,Pennsylvania,PA,Montgomery County,no_data,President,Donald J. Trump,republican,182907,,
2020,Pennsylvania,PA,Montour County,no_data,President,Donald J. Trump,republican,5842,,
2020,Pennsylvania,PA,Northampton County,no_data,President,Donald J. Trump,republican,82548,,
2020,Pennsylvania,PA,Northumberland County,no_data,President,Donald J. Trump,republican,28412,,
2020,Pennsylvania,PA,Perry County,no_data,President,Donald J. Trump,republican,17879,,
2020,Pennsylvania,PA,Philadelphia County,no_data,President,Donald J. Trump,republican,125513,,
2020,Pennsylvania,PA,Pike County,no_data,President,Donald J. Trump,republican,18951,,
2020,Pennsylvania,PA,Potter County,no_data,President,Donald J. Trump,republican,7117,,
2020,Pennsylvania,PA,Schuylkill County,no_data,President,Donald J. Trump,republican,48100,,
2020,Pennsylvania,PA,Snyder County,no_data,President,Donald J. Trump,republican,13816,,
2020,Pennsylvania,PA,Somerset County,no_data,President,Donald J. Trump,republican,31105,,
2020,Pennsylvania,PA,Sullivan County,no_data,President,Donald J. Trump,republican,2595,,
2020,Pennsylvania,PA,Susquehanna County,no_data,President,Donald J. Trump,republican,14879,,
2020,Pennsylvania,PA,Tioga County,no_data,President,Donald J. Trump,republican,15503,,
2020,Pennsylvania,PA,Union County,no_data,President,Donald J. Trump,republican,12194,,
2020,Pennsylvania,PA,Venango County,no_data,President,Donald J. Trump,republican,18286,,
2020,Pennsylvania,PA,Warren County,no_data,President,Donald J. Trump,republican,14020,,
2020,Pennsylvania,PA,Washington County,no_data,President,Donald J. Trump,republican,71072,,
2020,Pennsylvania,PA,Wayne County,no_data,President,Donald J. Trump,republican,18444,,
2020,Pennsylvania,PA,Westmoreland County,no_data,President,Donald J. Trump,republican,127316,,
2020,Pennsylvania,PA,Wyoming County,no_data,President,Donald J. Trump,republican,9819,,
2020,Pennsylvania,PA,York County,no_data,President,Donald J. Trump,republican,143260,,
2020,Michigan,MI,Alcona County,no_data,President,Joseph R. Biden,democrat,"2,142",,
2020,Michigan,MI,Alger County,no_data,President,Joseph R. Biden,democrat,"2,053",,
2020,Michigan,MI,Allegan County,no_data,President,Joseph R. Biden,democrat,"24,447",,
2020,Michigan,MI,Alpena County,no_data,President,Joseph R. Biden,democrat,"6,000",,
2020,Michigan,MI,Antrim County,no_data,President,Joseph R. Biden,democrat,"7,289",,
2020,Michigan,MI,Arenac County,no_data,President,Joseph R. Biden,democrat,"2,773",,
2020,Michigan,MI,Baraga County,no_data,President,Joseph R. Biden,democrat,"1,475",,
2020,Michigan,MI,Barry County,no_data,President,Joseph R. Biden,democrat,"11,804",,
2020,Michigan,MI,Bay County,no_data,President,Joseph R. Biden,democrat,"21,718",,
2020,Michigan,MI,Benzie County,no_data,President,Joseph R. Biden,democrat,"5,480",,
2020,Michigan,MI,Berrien County,no_data,President,Joseph R. Biden,democrat,"37,438",,
2020,Michigan,MI,Branch County,no_data,President,Joseph R. Biden,democrat,"6,161",,
2020,Michigan,MI,Calhoun County,no_data,President,Joseph R. Biden,democrat,"28,417",,
2020,Michigan,MI,Cass County,no_data,President,Joseph R. Biden,democrat,"9,122",,
2020,Michigan,MI,Charlevoix County,no_data,President,Joseph R. Biden,democrat,"6,939",,
2020,Michigan,MI,Cheboygan County,no_data,President,Joseph R. Biden,democrat,"5,435",,
2020,Michigan,MI,Chippewa County,no_data,President,Joseph R. Biden,democrat,"6,651",,
2020,Michigan,MI,Clare County,no_data,President,Joseph R. Biden,democrat,"5,200",,
2020,Michigan,MI,Clinton County,no_data,President,Joseph R. Biden,democrat,"21,963",,
2020,Michigan,MI,Crawford County,no_data,President,Joseph R. Biden,democrat,"2,612",,
2020,Michigan,MI,Delta County,no_data,President,Joseph R. Biden,democrat,"7,605",,
2020,Michigan,MI,Dickinson County,no_data,President,Joseph R. Biden,democrat,"4,569",,
2020,Michigan,MI,Eaton County,no_data,President,Joseph R. Biden,democrat,"31,297",,
2020,Michigan,MI,Emmet County,no_data,President,Joseph R. Biden,democrat,"9,662",,
2020,Michigan,MI,Genesee County,no_data,President,Joseph R. Biden,democrat,"120,082",,
2020,Michigan,MI,Gladwin County,no_data,President,Joseph R. Biden,democrat,"4,524",,
2020,Michigan,MI,Gogebic County,no_data,President,Joseph R. Biden,democrat,"3,573",,
2020,Michigan,MI,Grand Traverse County,no_data,President,Joseph R. Biden,democrat,"28,682",,
2020,Michigan,MI,Gratiot County,no_data,President,Joseph R. Biden,democrat,"6,693",,
2020,Michigan,MI,Hillsdale County,no_data,President,Joseph R. Biden,democrat,"5,883",,
2020,Michigan,MI,Houghton County,no_data,President,Joseph R. Biden,democrat,"7,755",,
2020,Michigan,MI,Huron County,no_data,President,Joseph R. Biden,democrat,"5,349",,
2020,Michigan,MI,Ingham County,no_data,President,Joseph R. Biden,democrat,"94,221",,
2020,Michigan,MI,Ionia County,no_data,President,Joseph R. Biden,democrat,"10,899",,
2020,Michigan,MI,Iosco County,no_data,President,Joseph R. Biden,democrat,"5,371",,
2020,Michigan,MI,Iron County,no_data,President,Joseph R. Biden,democrat,"2,493",,
2020,Michigan,MI,Isabella County,no_data,President,Joseph R. Biden,democrat,"14,072",,
2020,Michigan,MI,Jackson County,no_data,President,Joseph R. Biden,democrat,"32,004",,
2020,Michigan,MI,Kalamazoo County,no_data,President,Joseph R. Biden,democrat,"83,674",,
2020,Michigan,MI,Kalkaska County,no_data,President,Joseph R. Biden,democrat,"3,003",,
2020,Michigan,MI,Kent County,no_data,President,Joseph R. Biden,democrat,"186,753",,
2020,Michigan,MI,Keweenaw County,no_data,President,Joseph R. Biden,democrat,672,,
2020,Michigan,MI,Lake County,no_data,President,Joseph R. Biden,democrat,"2,288",,
2020,Michigan,MI,Lapeer County,no_data,President,Joseph R. Biden,democrat,"16,368",,
2020,Michigan,MI,Leelanau County,no_data,President,Joseph R. Biden,democrat,"8,793",,
2020,Michigan,MI,Lenawee County,no_data,President,Joseph R. Biden,democrat,"20,916",,
2020,Michigan,MI,Livingston County,no_data,President,Joseph R. Biden,democrat,"48,218",,
2020,Michigan,MI,Luce County,no_data,President,Joseph R. Biden,democrat,842,,
2020,Michigan,MI,Mackinac County,no_data,President,Joseph R. Biden,democrat,"2,589",,
2020,Michigan,MI,Macomb County,no_data,President,Joseph R. Biden,democrat,"225,561",,
2020,Michigan,MI,Manistee County,no_data,President,Joseph R. Biden,democrat,"6,107",,
2020,Michigan,MI,Marquette County,no_data,President,Joseph R. Biden,democrat,"20,465",,
2020,Michigan,MI,Mason County,no_data,President,Joseph R. Biden,democrat,"6,802",,
2020,Michigan,MI,Mecosta County,no_data,President,Joseph R. Biden,democrat,"7,373",,
2020,Michigan,MI,Menominee County,no_data,President,Joseph R. Biden,democrat,"4,314",,
2020,Michigan,MI,Midland County,no_data,President,Joseph R. Biden,democrat,"20,513",,
2020,Michigan,MI,Missaukee County,no_data,President,Joseph R. Biden,democrat,"1,967",,
2020,Michigan,MI,Monroe County,no_data,President,Joseph R. Biden,democrat,"32,975",,
2020,Michigan,MI,Montcalm County,no_data,President,Joseph R. Biden,democrat,"9,703",,
2020,Michigan,MI,Montmorency County,no_data,President,Joseph R. Biden,democrat,"1,628",,
2020,Michigan,MI,Muskegon County,no_data,President,Joseph R. Biden,democrat,"45,508",,
2020,Michigan,MI,Newaygo County,no_data,President,Joseph R. Biden,democrat,"7,874",,
2020,Michigan,MI,Oakland County,no_data,President,Joseph R. Biden,democrat,"433,982",,
2020,Michigan,MI,Oceana County,no_data,President,Joseph R. Biden,democrat,"4,944",,
2020,Michigan,MI,Ogemaw County,no_data,President,Joseph R. Biden,democrat,"3,475",,
2020,Michigan,MI,Ontonagon County,no_data,President,Joseph R. Biden,democrat,"1,391",,
2020,Michigan,MI,Osceola County,no_data,President,Joseph R. Biden,democrat,"3,214",,
2020,Michigan,MI,Oscoda County,no_data,President,Joseph R. Biden,democrat,"1,342",,
2020,Michigan,MI,Otsego County,no_data,President,Joseph R. Biden,democrat,"4,743",,
2020,Michigan,MI,Ottawa County,no_data,President,Joseph R. Biden,democrat,"64,566",,
2020,Michigan,MI,Presque Isle County,no_data,President,Joseph R. Biden,democrat,"2,912",,
2020,Michigan,MI,Roscommon County,no_data,President,Joseph R. Biden,democrat,"5,166",,
2020,Michigan,MI,Saginaw County,no_data,President,Joseph R. Biden,democrat,"51,068",,
2020,Michigan,MI,St. Clair County,no_data,President,Joseph R. Biden,democrat,"31,363",,
2020,Michigan,MI,St. Joseph County,no_data,President,Joseph R. Biden,democrat,"9,262",,
2020,Michigan,MI,Sanilac County,no_data,President,Joseph R. Biden,democrat,"5,966",,
2020,Michigan,MI,Schoolcraft County,no_data,President,Joseph R. Biden,democrat,"1,589",,
2020,Michigan,MI,Shiawassee County,no_data,President,Joseph R. Biden,democrat,"15,371",,
2020,Michigan,MI,Tuscola County,no_data,President,Joseph R. Biden,democrat,"8,713",,
2020,Michigan,MI,Van Buren County,no_data,President,Joseph R. Biden,democrat,"16,800",,
2020,Michigan,MI,Washtenaw County,no_data,President,Joseph R. Biden,democrat,"157,130",,
2020,Michigan,MI,Wayne County,no_data,President,Joseph R. Biden,democrat,"587,074",,
2020,Michigan,MI,Wexford County,no_data,President,Joseph R. Biden,democrat,"5,838",,
2020,Michigan,MI,Alcona County,no_data,President,Donald J. Trump,republican,"4,848",,
2020,Michigan,MI,Alger County,no_data,President,Donald J. Trump,republican,"3,014",,
2020,Michigan,MI,Allegan County,no_data,President,Donald J. Trump,republican,"41,381",,
2020,Michigan,MI,Alpena County,no_data,President,Donald J. Trump,republican,"10,686",,
2020,Michigan,MI,Antrim County,no_data,President,Donald J. Trump,republican,"9,783",,
2020,Michigan,MI,Arenac County,no_data,President,Donald J. Trump,republican,"5,928",,
2020,Michigan,MI,Baraga County,no_data,President,Donald J. Trump,republican,"2,512",,
2020,Michigan,MI,Barry County,no_data,President,Donald J. Trump,republican,"23,473",,
2020,Michigan,MI,Bay County,no_data,President,Donald J. Trump,republican,"30,919",,
2020,Michigan,MI,Benzie County,no_data,President,Donald J. Trump,republican,"6,600",,
2020,Michigan,MI,Berrien County,no_data,President,Donald J. Trump,republican,"43,518",,
2020,Michigan,MI,Branch County,no_data,President,Donald J. Trump,republican,"14,066",,
2020,Michigan,MI,Calhoun County,no_data,President,Donald J. Trump,republican,"35,900",,
2020,Michigan,MI,Cass County,no_data,President,Donald J. Trump,republican,"16,686",,
2020,Michigan,MI,Charlevoix County,no_data,President,Donald J. Trump,republican,"9,841",,
2020,Michigan,MI,Cheboygan County,no_data,President,Donald J. Trump,republican,"10,171",,
2020,Michigan,MI,Chippewa County,no_data,President,Donald J. Trump,republican,"10,682",,
2020,Michigan,MI,Clare County,no_data,President,Donald J. Trump,republican,"10,860",,
2020,Michigan,MI,Clinton County,no_data,President,Donald J. Trump,republican,"25,095",,
2020,Michigan,MI,Crawford County,no_data,President,Donald J. Trump,republican,"4,955",,
2020,Michigan,MI,Delta County,no_data,President,Donald J. Trump,republican,"13,206",,
2020,Michigan,MI,Dickinson County,no_data,President,Donald J. Trump,republican,"8,469",,
2020,Michigan,MI,Eaton County,no_data,President,Donald J. Trump,republican,"31,797",,
2020,Michigan,MI,Emmet County,no_data,President,Donald J. Trump,republican,"12,135",,
2020,Michigan,MI,Genesee County,no_data,President,Donald J. Trump,republican,"99,199",,
2020,Michigan,MI,Gladwin County,no_data,President,Donald J. Trump,republican,"9,893",,
2020,Michigan,MI,Gogebic County,no_data,President,Donald J. Trump,republican,"4,600",,
2020,Michigan,MI,Grand Traverse County,no_data,President,Donald J. Trump,republican,"30,502",,
2020,Michigan,MI,Gratiot County,no_data,President,Donald J. Trump,republican,"12,104",,
2020,Michigan,MI,Hillsdale County,no_data,President,Donald J. Trump,republican,"17,037",,
2020,Michigan,MI,Houghton County,no_data,President,Donald J. Trump,republican,"10,380",,
2020,Michigan,MI,Huron County,no_data,President,Donald J. Trump,republican,"11,949",,
2020,Michigan,MI,Ingham County,no_data,President,Donald J. Trump,republican,"47,640",,
2020,Michigan,MI,Ionia County,no_data,President,Donald J. Trump,republican,"20,655",,
2020,Michigan,MI,Iosco County,no_data,President,Donald J. Trump,republican,"9,760",,
2020,Michigan,MI,Iron County,no_data,President,Donald J. Trump,republican,"4,216",,
2020,Michigan,MI,Isabella County,no_data,President,Donald J. Trump,republican,"14,815",,
2020,Michigan,MI,Jackson County,no_data,President,Donald J. Trump,republican,"47,381",,
2020,Michigan,MI,Kalamazoo County,no_data,President,Donald J. Trump,republican,"56,823",,
2020,Michigan,MI,Kalkaska County,no_data,President,Donald J. Trump,republican,"7,436",,
2020,Michigan,MI,Kent County,no_data,President,Donald J. Trump,republican,"165,318",,
2020,Michigan,MI,Keweenaw County,no_data,President,Donald J. Trump,republican,862,,
2020,Michigan,MI,Lake County,no_data,President,Donald J. Trump,republican,"3,946",,
2020,Michigan,MI,Lapeer County,no_data,President,Donald J. Trump,republican,"35,480",,
2020,Michigan,MI,Leelanau County,no_data,President,Donald J. Trump,republican,"7,915",,
2020,Michigan,MI,Lenawee County,no_data,President,Donald J. Trump,republican,"31,539",,
2020,Michigan,MI,Livingston County,no_data,President,Donald J. Trump,republican,"76,980",,
2020,Michigan,MI,Luce County,no_data,President,Donald J. Trump,republican,"2,109",,
2020,Michigan,MI,Mackinac County,no_data,President,Donald J. Trump,republican,"4,258",,
2020,Michigan,MI,Macomb County,no_data,President,Donald J. Trump,republican,"264,535",,
2020,Michigan,MI,Manistee County,no_data,President,Donald J. Trump,republican,"8,321",,
2020,Michigan,MI,Marquette County,no_data,President,Donald J. Trump,republican,"16,288",,
2020,Michigan,MI,Mason County,no_data,President,Donald J. Trump,republican,"10,207",,
2020,Michigan,MI,Mecosta County,no_data,President,Donald J. Trump,republican,"13,265",,
2020,Michigan,MI,Menominee County,no_data,President,Donald J. Trump,republican,"8,120",,
2020,Michigan,MI,Midland County,no_data,President,Donald J. Trump,republican,"27,706",,
2020,Michigan,MI,Missaukee County,no_data,President,Donald J. Trump,republican,"6,648",,
2020,Michigan,MI,Monroe County,no_data,President,Donald J. Trump,republican,"52,710",,
2020,Michigan,MI,Montcalm County,no_data,President,Donald J. Trump,republican,"21,815",,
2020,Michigan,MI,Montmorency County,no_data,President,Donald J. Trump,republican,"4,171",,
2020,Michigan,MI,Muskegon County,no_data,President,Donald J. Trump,republican,"44,544",,
2020,Michigan,MI,Newaygo County,no_data,President,Donald J. Trump,republican,"18,864",,
2020,Michigan,MI,Oakland County,no_data,President,Donald J. Trump,republican,"325,916",,
2020,Michigan,MI,Oceana County,no_data,President,Donald J. Trump,republican,"8,892",,
2020,Michigan,MI,Ogemaw County,no_data,President,Donald J. Trump,republican,"8,253",,
2020,Michigan,MI,Ontonagon County,no_data,President,Donald J. Trump,republican,"2,358",,
2020,Michigan,MI,Osceola County,no_data,President,Donald J. Trump,republican,"8,928",,
2020,Michigan,MI,Oscoda County,no_data,President,Donald J. Trump,republican,"3,466",,
2020,Michigan,MI,Otsego County,no_data,President,Donald J. Trump,republican,"9,779",,
2020,Michigan,MI,Ottawa County,no_data,President,Donald J. Trump,republican,"100,511",,
2020,Michigan,MI,Presque Isle County,no_data,President,Donald J. Trump,republican,"5,343",,
2020,Michigan,MI,Roscommon County,no_data,President,Donald J. Trump,republican,"9,670",,
2020,Michigan,MI,Saginaw County,no_data,President,Donald J. Trump,republican,"50,784",,
2020,Michigan,MI,St. Clair County,no_data,President,Donald J. Trump,republican,"59,184",,
2020,Michigan,MI,St. Joseph County,no_data,President,Donald J. Trump,republican,"18,128",,
2020,Michigan,MI,Sanilac County,no_data,President,Donald J. Trump,republican,"16,194",,
2020,Michigan,MI,Schoolcraft County,no_data,President,Donald J. Trump,republican,"3,090",,
2020,Michigan,MI,Shiawassee County,no_data,President,Donald J. Trump,republican,"23,154",,
2020,Michigan,MI,Tuscola County,no_data,President,Donald J. Trump,republican,"20,310",,
2020,Michigan,MI,Van Buren County,no_data,President,Donald J. Trump,republican,"21,591",,
2020,Michigan,MI,Washtenaw County,no_data,President,Donald J. Trump,republican,"56,241",,
2020,Michigan,MI,Wayne County,no_data,President,Donald J. Trump,republican,"264,149",,
2020,Michigan,MI,Wexford County,no_data,President,Donald J. Trump,republican,"12,102",,
